Zingzeu ID	汉字	原书拼音	榕拼	释义	例句	分类	页码	左/右侧
	讨親	t‘ɔ21 ʒiŋ44	to21 jing55	娶親		风俗	1307	R
	讨新妇	t‘ɔ21 liŋ52 mou242	to21 ling53 mou242	娶媳妇		风俗	1307	R
	做新妇	tsɔ21 liŋ52 mou242	zo21 ling53 mou242	出嫁		风俗	1307	R
	出门	ts‘uʔ12 muoŋ52	cuk24 muong53	出嫁		风俗	1307	R
	过门	kuo44 muoŋ52	guo55 muong53	出嫁		风俗	1307	R
	送门头	soyŋ44 muoŋ44 nau52	soyng55 muong55 nau53	送礼		风俗	1307	R
	做十	tsɔ44 sεiʔ5	zo55 seik5	做寿		风俗	1307	R
	做晬	ts52 tsoy213	z53 zoy213	庆婴儿周岁		风俗	1307	R
	做三旦	tsɔ21 saŋ52 naŋ213	zo21 sang53 nang213	庆婴儿出生三天		风俗	1307	R
	做满月	tsɔ21 muaŋ21 ŋuokʔ5	zo21 muang21 nguogk5	庆婴儿出生一个月		风俗	1307	R
	生去*	sεiŋ44 ŋɔ213	seing55 ngo213	死去		风俗	1307	R
	过后	kuo52 au242	guo53 au242	去世		风俗	1307	R
	收□	siu44 liʔ5	siu55 lik5	收殓		风俗	1307	R
	进葬	tsiŋ52 ʒɔuŋ213	zing53 njoung213	出葬		风俗	1307	R
	头七	t‘au21 ʒeiʔ12	tau21 jeik24	人死后第七天祭奠		风俗	1307	R
	断七	tɔuŋ21 ʒeiʔ12	doung21 njeik24	人死后第四十九天祭奠		风俗	1307	R
	安三	aŋ44 naŋ4	ang55 nang4	葬后第三天上墓山祭奠		风俗	1307	R
	硩纸	ta52 ʒai33	da53 jai33	扫墓后把冥钱压在坟头		风俗	1308	L
	地理先生	ti21 li21 siŋ44 naŋ44	di21 li21 sing55 nang55	看风水选墓址的人		风俗	1308	L
	道士	tɔ21 lai242	do21 lai242	祭奠死者时念经的道士		风俗	1308	L
	金银箔	kiŋ44 ŋyŋ44 mɔʔ5	ging55 ngyng55 mok5	冥钱		风俗	1308	L
	元宝箔	ŋuoŋ21 mo31 βɔʔ5	nguong21 mo31 wok5	冥钱		风俗	1308	L
	香线	hyoŋ52 niaŋ213	hyong53 niang213	香		风俗	1308	L
	糙衫	ts‘ɔ44 laŋ44	co55 lang55	麻衣		风俗	1308	L
	断杖	tɔuŋ21 nyoŋ242	doung21 nyong242	哭丧棒		风俗	1308	L
	筅堂	ts‘εiŋ21 nouŋ52	ceing21 noung53	过年大扫除		风俗	1308	L
	做年	tsɔ44 nieŋ52	zo55 nieng53	过年		风俗	1308	L
	硩岁钱	ta21 ui44 ʒieŋ52	da21 ui55 jieng53	压岁钱		风俗	1308	L
	字运	tsi21 ouŋ242	zi21 oung242	运气		风俗	1308	L
	过运	kuo52 ouŋ242	guo53 oung242	度过厄运		风俗	1308	L
	公婆龛	kuŋ44 mɔ44 k‘aŋ44	gung55 mo55 kang55	祖宗牌位		风俗	1308	L
	行第	ɔuŋ21 nε242	oung21 ne242	辈份		风俗	1308	L
	粪池	puŋ44 nie52	bung55 nie53	粪池，厕所		农事	1308	L
	镰𬭴	lieŋ21 ŋεiʔ12	lieng21 ngeik24	镰刀		农事	1308	L
	播田	puo44 ʒεiŋ52	buo55 jeing53	插秧		农事	1308	L
	薅草	hau52 ʒau33	hau53 jau33	除草		农事	1308	L
	割粙	kaʔ5 tiu242	gak5 diu242	割稻子		农事	1308	L
	做田	tsɔ44 ts‘εiŋ52	zo55 ceing53	种田		农事	1308	L
	饲*牛	tsi44 ŋu52	zi55 ngu53	看牛		农事	1308	L
	拾*猪屎	k‘aʔ12 ty52 lai33	kak24 dy53 lai33	拣猪粪		农事	1308	L
	棕蓑	tsoyŋ44 nai44	zoyng55 nai55	蓑衣		农事	1308	L
	扁担	pieŋ21 naŋ44	bieng21 nang55	扁挑		农事	1308	L
	沃料	uo52 leu242	uo53 leu242	浇肥		农事	1308	L
	曝栗	p‘uo21 ʒuoʔ12	puo21 juok24	晒谷子		农事	1308	L
	栽菜	tsai52 ts‘ai213	zai53 cai213	种菜		农事	1308	L
	硩番薯	ta21 uaŋ44 ny52	da21 uang55 ny53	种番薯		农事	1308	L
	拾*柴	k‘aʔ12 ts‘ia52	kak24 cia53	砍柴火		农事	1308	L
	剉树*	ts‘oy52 ts‘iu213	coy53 ciu213	砍树		农事	1308	L
	摔粙	soyʔ5 tiu242	soyk5 diu242	打谷子		农事	1308	L
	牛栏	ŋu21 laŋ52	ngu21 lang53	牛栏		农事	1308	L
	鸡宿	kie52 liu213	gie53 liu213	鸡窝		农事	1308	L
	擦番薯米	ts‘iaʔ12 huaŋ52 ny21 mi33	ciak24 huang53 ny21 mi33	刨番薯丝		农事	1308	L
	犁	lε52	le53	犁		农事	1308	R
	耙	pa242	ba242	松土，碎土		农事	1308	R
	粪□	puŋ44 ts‘iaʔ5	bung55 ciak5	粪勺		农事	1308	R
	涂箕	t‘u44 i44	tu55 i55	土箕		农事	1308	R
	水车	tsy21 ʒia44	zy21 jia55	水车		农事	1308	R
	水碓	tsy44 lai213	zy55 lai213	水力带动碾米、磨麦的机器		农事	1308	R
	麦房	ma44 βuŋ52	ma55 wung53	磨麦作坊		农事	1308	R
	做度绳	tsɔ21 tu44 liŋ52	zo21 du55 ling53	盖房屋司付		工艺	1308	R
	做细桌	tsɔ21 sε52 lɔʔ12	zo21 se53 lok24	制木器司付		工艺	1308	R
	衣裳司付	i21 lyoŋ21 na52 ou242	i21 lyong21 na53 ou242	做衣服司付		工艺	1308	R
	做涂司付	tsɔ44 t‘u52 sa52 ou242	zo55 tu53 sa53 ou242	泥水匠		工艺	1308	R
	厨司付	tuo21 la52 ou242	duo21 la53 ou242	厨师		工艺	1308	R
	做竹司付	tsɔ52 tøyʔ12 sa52 ou242	zo53 deoyk24 sa53 ou242	竹器匠		工艺	1308	R
	拍*铁	p‘a52 t‘ieʔ12	pa53 tiek24	打铁		工艺	1308	R
	拍*石*	p‘a44 lyoʔ5	pa55 lyok5	打石头		工艺	1308	R
	佮桶	kaʔ12 t‘oyŋ33	gak24 toyng33	制桶		工艺	1308	R
	拍席	p‘a44 ts‘yoʔ5	pa55 cyok5	编草席		工艺	1308	R
	鞝鞋	ts‘yoŋ44 ε52	cyong55 e53	把鞋帮、鞋底缝合成鞋		工艺	1308	R
	拾搭厝	k‘a21 laʔ5 ts‘uo213	ka21 lak5 cuo213	修理房屋		工艺	1308	R
	起厝	k‘i44 ts‘uo213	ki55 cuo213	盖房屋		工艺	1308	R
	弹棉	taŋ21 mieŋ52	dang21 mieng53	弹棉花		工艺	1308	R
	箍桶	k‘u52 t‘oyŋ33	ku53 toyng33	箍桶		工艺	1308	R
	铸鼎	tsuo52 tiaŋ33	zuo53 diang33	铸锅		工艺	1308	R
	补鼎	puo24 tiaŋ33	buo24 diang33	补锅		工艺	1308	R
	针黹	tsεiŋ52 ʒi33	zeing53 nji33	做针线活		工艺	1308	R
	㔏墙	lie21 ts‘yoŋ52	lie21 cyong53	砌墙		工艺	1308	R
	砌墙	ts‘ieʔ12 ts‘yoŋ52	ciek24 cyong53	砌墙		工艺	1308	R
	㔏灶	lie44 tsau213	lie55 zau213	砌灶		工艺	1308	R
	拍金	p‘a44 kiŋ44	pa55 ging55	打金首饰		工艺	1308	R
	拍锡	p‘a52 seiʔ12	pa53 seik24	打锡制品		工艺	1308	R
	搭被	taʔ5 p‘ui242	dak5 pui242	缝被子		工艺	1308	R
	𬘜衣裳	t‘ieŋ21 i44 lyoŋ52	tieng21 i55 lyong53	缝衣服		工艺	1308	R
	铰布	ka52 puo213	ga53 buo213	剪布		工艺	1308	R
	做饼	tsɔ52 piaŋ33	zo53 biang33	制饼		工艺	1308	R
	做竹	tsɔ52 tøyʔ12	zo53 deoyk24	制竹器		工艺	1308	R
	破*篾	p‘uai44 mieʔ5	puai55 miek5	破竹子		工艺	1309	L
	做生意	tsɔ21 lεiŋ52 ŋei213	zo21 leing53 ngei213	做生意		商业	1309	L
	老板	lɔ21 pεiŋ33	lo21 being33	老板		商业	1309	L
	伙计	huo44 ei213	huo55 ei213	伙计		商业	1309	L
	师兄	sai44 iaŋ44	sai55 iang55	伙计，学徒		商业	1309	L
	京果店	kiŋ21 ŋou44 lεiŋ213	ging21 ngou55 leing213	食品干果店		商业	1309	L
	苏纺店	su21 uoŋ44 nεiŋ213	su21 uong55 neing213	百货店		商业	1309	L
	酱园店	tsyoŋ44 ŋuoŋ21 nεiŋ213	zyong55 nguong21 neing213	酱制食品店		商业	1309	L
	药材店	yo21 ʒai21 lεiŋ213	yo21 jai21 leing213	中药铺		商业	1309	L
	退衣店	t‘ɔ21 i52 lεiŋ213	to21 i53 leing213	估衣店		商业	1309	L
	馆店	kuaŋ44 nεiŋ213	guang55 neing213	菜馆		商业	1309	L
	剃头店	t‘ie44 lau21 leiŋ213	tie55 lau21 leing213	理发店		商业	1309	L
	客栈	k‘a52 ʒiaŋ242	ka53 jiang242	旅社		商业	1309	L
	茶店	ta21 lεiŋ214	da21 leing214	茶馆		商业	1309	L
	硋店	hai21 lεiŋ213	hai21 leing213	陶瓷器店		商业	1309	L
	数簿桌	su21 βuo52 loʔ242	su21 wuo53 lok242	账房		商业	1309	L
	柜头	kui44 lau52	gui55 lau53	柜台		商业	1309	L
	番钱	huaŋ44 ʒieŋ52	huang55 njieng53	银圆		商业	1309	L
	银角	ŋyŋ21 ŋoyʔ12	ngyng21 ngoyk24	小银圆		商业	1309	L
	铜片	toyŋʔ21 p‘ieŋ213	doyngk21 pieng213	小铜钱		商业	1309	L
	工钱	koyŋ44 ʒieŋ52	goyng55 njieng53	工资		商业	1309	L
	花采钱	hua21 ʒai21 ʒieŋ52	hua21 jai21 jieng53	小费		商业	1309	L
	趁钱	t‘iŋ44 ts‘ieŋ52	ting55 cieng53	赚钱		商业	1309	L
	折本	sieʔ2 puoŋ33	siek2 buong33	亏本		商业	1309	L
	讲价	kɔug44 ka213	goug55 ga213	讲价钱		商业	1309	L
	起价	k‘i44 a213	ki55 a213	涨价		商业	1309	L
	填价	tεiŋ21 ka213	deing21 ga213	还价，讨价		商业	1309	L
	倩工	ts‘iaŋ44 koyŋ44	ciang55 goyng55	雇工		商业	1309	L
	籴米	tieʔ2 mi33	diek2 mi33	买米		商业	1309	L
	粜粟	t‘iu52 ts‘uoʔ12	tiu53 cuok24	卖谷子		商业	1309	L
	碎钱	ts‘oy44 ʒieŋ52	coy55 jieng53	零钱		商业	1309	L
	权钱	kuoŋ21 ʒieŋ52	guong21 njieng53	整钱		商业	1309	L
	欠数	k‘ieŋ52 nou213	kieng53 nou213	欠账		商业	1309	L
	赊数	sia52 lou213	sia53 lou213	赊账		商业	1309	L
	倒街	tɔ21 kε44	do21 ge55	商品过剩		商业	1309	L
	拍倒店	p‘a21 lɔ44 lεiŋ213	pa21 lo55 leing213	店铺倒闭		商业	1309	L
	成花	siaŋ44 ŋua44	siang55 ngua55	成交		商业	1309	R
	学堂	hɔuʔ5 tɔuŋ52	houk5 doung53	学校		文教	1309	R
	去*斋	k‘o44 tsε44	ko55 ze55	上学		文教	1309	R
	上堂	syoŋ44 tɔuŋ52	syong55 doung53	上课		文教	1309	R
	落堂	lɔ44 lɔuŋ52	lo55 loung53	下课		文教	1309	R
	放*昼*	puŋ52 nau213	bung53 nau213	放午学		文教	1309	R
	放暝	puŋ44 maŋ52	bung55 mang53	放晚学		文教	1309	R
	背书	pui44 tsy44	bui55 zy55	背诵课文		文教	1309	R
	水笔	tsy44 βeiʔ12	zy55 weik24	毛笔		文教	1309	R
	洋笔	yoŋ21 meiʔ12	yong21 meik24	铅笔		文教	1309	R
	几何车	ki44 o44 ʒia44	gi55 o55 jia55	圆规		文教	1309	R
	簿簿	puo21 puo242	buo21 buo242	练习本		文教	1309	R
	做码	tsɔ52 ma33	zo53 ma33	考书做弊		文教	1309	R
	鸭母卵	aʔ12 mo44 lɔuŋ242	ak24 mo55 loung242	考书得零分		文教	1309	R
	头*名*	t‘au21 miaŋ52	tau21 miang53	第一名		文教	1309	R
	尾名	mui21 miaŋ52	mui21 miang53	最后一名		文教	1309	R
	关*昼*	kuoŋ44 nau213	guong55 nau213	中午不让学生放学		文教	1309	R
	关*暝	kuoŋ44 maŋ52	guong55 mang53	下午不让学生放学		文教	1309	R
	徛堂	k‘ie44 lɔuŋ52	kie55 loung53	站着上课		文教	1309	R
	走*走*搦	tsau21 tsau21 nieʔ5	zau21 zau21 niek5	一种追抓跑者的游戏		文教	1309	R
	屈屈密	k‘uʔ12 k‘uʔ12 mεiʔ5	kuk24 kuk24 meik5	一种寻找躲藏者的游戏		文教	1309	R
	抛*粪斗	p‘a21 puŋ24 nau33	pa21 bung24 nau33	打滚翻		文教	1309	R
	行*棋	kiaŋ21 ki52	giang21 gi53	下棋		文教	1309	R
	放*纸鹞	puŋ21 tsai44 iu242	bung21 zai55 iu242	放风筝		文教	1309	R
	舞龙	u21 lyŋ52	u21 lyng53	舞龙		文教	1309	R
	拍*狮	p‘a44 lai44	pa55 lai55	舞狮子		文教	1309	R
	泅水	siu21 ʒy33	siu21 jy33	游泳		文教	1309	R
	做戏	tsɔ52 hie213	zo53 hie213	演戏		文教	1309	R
	拍*打	p‘a52 la33	pa53 la33	武打		文教	1309	R
	伬唱	ts‘ie52 ʒyoŋ213	cie53 jyong213	有伴奏的民间戏曲演唱		文教	1309	R
	十番伬	sieʔ2 huaŋ44 ts‘ie44	siek2 huang55 cie55	民间音乐合奏		文教	1309	R
	锣鼓板	lɔ21 u24 βεiŋ33	lo21 u24 weing33	锣鼓钹等民间敲打乐器合奏		文教	1309	R
	批	p‘ie44	pie55	信		文教	1310	L
	批袋	p‘ie52 loy242	pie53 loy242	信封		文教	1310	L
	批纸	p‘ie52 ʒai33	pie53 jai33	信笺		文教	1310	L
	批肉	p‘ie44 nyʔ5	pie55 nyk5	信封里的信		文教	1310	L
	觑	ts‘øy213	ceoy213	看		动作	1310	L
	望	mɔuŋ242	moung242	看		动作	1310	L
	盻	hε33	he33	怒视，白眼		动作	1310	L
	相	syoŋ213	syong213	细看		动作	1310	L
	□	sau33	sau33	快看		动作	1310	L
	□	t‘iaʔ12	tiak24	眨眼		动作	1310	L
	䀫	k‘εiʔ12	keik24	闭眼		动作	1310	L
	□鼻	t‘au44 p‘ei213	tau55 pei213	擤鼻涕		动作	1310	L
	□	tsoyʔ12	zoyk24	吻		动作	1310	L
	啜	ts‘uoʔ12	cuok24	喝		动作	1310	L
	𠲿	soʔ12	sok24	吮吸		动作	1310	L
	㖹	puŋ52	bung53	吹		动作	1310	L
	嗅	hiu213	hiu213	闻		动作	1310	L
	告	kœ213	geo213	叫		动作	1310	L
	吼	hau33	hau33	招呼		动作	1310	L
	告叫	kœ52 kiu213	geo53 giu213	大声喊叫		动作	1310	L
	□	k‘ε33	ke33	啃		动作	1310	L
	□	ka242	ga242	咬		动作	1310	L
	嚗	pɔʔ12	bok24	骂		动作	1310	L
	𠿝	ts‘œ52	ceo53	呵叱		动作	1310	L
	𠰭	mau33	mau33	闭唇		动作	1310	L
	{啡𪢌𪢌,啡𪢌}	p‘ui21 laŋ33	pui21 lang33	吐口水		动作	1310	L
	诅	tsou213	zou213	咒骂		动作	1310	L
	诅喙	tsu52 ʒui213	zu53 jui213	赌咒		动作	1310	L
	嚼	tsyoʔ5	zyok5	咀嚼		动作	1310	L
	𫼗	ma44	ma55	五指抓		动作	1310	L
	撚	nɔuŋ52	noung53	两指揉		动作	1310	L
	掇	tɔuʔ12	douk24	端		动作	1310	L
	捽	tsɔuʔ22	zouk22	扯		动作	1310	L
	𢯾	mɔ213	mo213	敲打		动作	1310	L
	𪮋	soyʔ12	soyk24	摔打		动作	1310	L
	捭	pi44	bi55	拉		动作	1310	L
	𢪱	uʔ5	uk5	挥舞		动作	1310	R
	𢱤	soyŋ33	soyng33	推搡		动作	1310	R
	捵	t‘iaŋ33	tiang33	推开		动作	1310	R
	拍*	paʔ12	bak24	打		动作	1310	R
	捋	laʔ5	lak5	挽，摩		动作	1310	R
	瘿	εiŋ44	eing55	放		动作	1310	R
	羁	kie44	gie55	结，扣		动作	1310	R
	抔	pouʔ12	bouk24	双手捧		动作	1310	R
	掼	kuaŋ242	guang242	提		动作	1310	R
	㧾	houʔ12	houk24	用条物打		动作	1310	R
	抾	k‘œ33	keo33	扔		动作	1310	R
	掏	tɔ52	do53	拿		动作	1310	R
	拈	nieŋ44	nieng55	拿		动作	1310	R
	刡	mie44	mie55	削皮		动作	1310	R
	摒	piaŋ213	biang213	倒掉		动作	1310	R
	□	lɔuŋ44	loung55	拳打		动作	1310	R
	舂	tsyŋ44	zyng55	拳打		动作	1310	R
	櫼	tsieŋ44	zieng55	打入，挤入		动作	1310	R
	鼓(搅)	ku33	gu33	搅拌		动作	1310	R
	抖	teu33	deu33	抽打		动作	1310	R
	克	k‘εiʔ12	keik24	挤		动作	1310	R
	硩	taʔ12	dak24	压		动作	1310	R
	□	sa52	sa53	乱拿		动作	1310	R
	磕	k‘ouʔ5	kouk5	碰，敲打		动作	1310	R
	扛	kɔuŋ44	goung55	抬		动作	1310	R
	杠	k‘ɔuŋ52	koung53	肩负		动作	1310	R
	□	kiaʔ5	giak5	单头挑		动作	1310	R
	□	t‘ie33	tie33	撕		动作	1310	R
	□	hieŋ213	hieng213	扔		动作	1310	R
	□	liu44	liu55	扔		动作	1310	R
	𫦉	leu33	leu33	剜		动作	1310	R
	挢	kiu242	giu242	撬		动作	1310	R
	{𰫋,䊟}	maŋ44	mang55	蒙上		动作	1310	R
	泯	miŋ44	ming55	躲		动作	1310	R
	囥	k‘ɔuŋ213	koung213	藏起		动作	1310	R
	𦃆	lɔʔ12	lok24	套入		动作	1310	R
	拭	ts‘eiʔ12	ceik24	擦		动作	1310	R
	抹	muaʔ12	muak24	涂上		动作	1310	R
	𢶀	ts‘oy213	coy213	寻找		动作	1311	L
	行*	kiaŋ52	giang53	走		动作	1311	L
	走*	tsau33	zau33	逃		动作	1311	L
	躃	pie213	bie213	跑		动作	1311	L
	□	k‘iu213	kiu213	蹲		动作	1311	L
	踅	suoʔ5	suok5	旋转		动作	1311	L
	{⿰扌秃,𢬳}	t‘uʔ5	tuk5	刺入		动作	1311	L
	□	keiʔ12	geik24	刺入		动作	1311	L
	炬	køy242	geoy242	点火		动作	1311	L
	□	leiʔ12	leik24	跳跃		动作	1311	L
	跞	louʔ2	louk2	散步		动作	1311	L
	趖	ts‘ɔʔ5	cok5	急奔		动作	1311	L
	跋	puaʔ5	buak5	跌		动作	1311	L
	㰹	haŋ213	hang213	告知		动作	1311	L
	伐	p‘uaʔ5	puak5	跨步		动作	1311	L
	□	iaʔ5	iak5	招手		动作	1311	L
	佮	kaʔ12	gak24	合作，合{秋,伙}		行为	1311	L
	泎	tsiaʔ12	ziak24	溅		行为	1311	L
	拾*	k‘aʔ12	kak24	捡		行为	1311	L
	拣	kεiŋ33	geing33	挑选		行为	1311	L
	匀	yŋ52	yng53	分出		行为	1311	L
	行*动*	kiaŋ21 noyŋ242	giang21 noyng242	走动		行为	1311	L
	对手	toy52 ʒiu33	doy53 jiu33	帮忙		行为	1311	L
	讲证	kɔuŋ44 tseiŋ213	goung55 zeing213	谈天道地		行为	1311	L
	讲□□	kɔuŋ44 hɔ21 lɔ213	goung55 ho21 lo213	说笑		行为	1311	L
	讲畅	kɔuŋ44 tyoŋ213	goung55 dyong213	说着玩		行为	1311	L
	碎讲	ts‘oy44 ouŋ33	coy55 oung33	闲聊		行为	1311	L
	蛮笑	maŋ21 ts‘iu213	mang21 ciu213	开玩笑		行为	1311	L
	解*闷	kε44 mouŋ242	ge55 moung242	寻开心，拿别人开玩笑		行为	1311	L
	解*衰	kε21 soy44	ge21 soy55	捉弄人		行为	1311	L
	刺*溪	ts‘ie44 k‘ε44	cie55 ke55	取笑，挖苦别人		行为	1311	L
	加三码	k21 laŋ52 ma33	g21 lang53 ma33	弄虚作假		行为	1311	L
	保削	pɔ44 lyoʔ12	bo55 lyok24	爱惜，保护		行为	1311	L
	容纵	yŋ21 ʒoyŋ213	yng21 njoyng213	纵容		行为	1311	L
	做愆	tsɔ44 k‘ieŋ44	zo55 kieng55	做孽		行为	1311	L
	做证	tsɔ52 ʒeiŋ213	zo53 jeing213	设计使人上当		行为	1311	R
	做胡	tsɔ44 hu52	zo55 hu53	马虎，骗人		行为	1311	R
	做死胚	tsɔ52 li21 βui44	zo53 li21 wui55	耍赖		行为	1311	R
	做码	tsɔ52 ma33	zo53 ma33	作弊		行为	1311	R
	做水	tsɔ52 ʒy33	zo53 jy33	食物中掺水加重		行为	1311	R
	做呆	tsɔ44 ŋai52	zo55 ngai53	破罐子破摔		行为	1311	R
	做畅	tsɔ52 t‘yoŋ213	zo53 tyong213	开玩笑		行为	1311	R
	做家	tsɔ44 a44	zo55 a55	节约		行为	1311	R
	拍*{𰺲,逿}	p‘a52 tɔuŋ242	pa53 doung242	丢掉		行为	1311	R
	拍*□	p‘a52 loyʔ12	pa53 loyk24	丢掉		行为	1311	R
	拍*无*	p‘a52 mɔ52	pa53 mo53	丢失		行为	1311	R
	拍*𰺲阵	p‘a21 lɔuŋ52 neiŋ242	pa21 loung53 neing242	迷路		行为	1311	R
	拍*𰺲𰉣	p‘a21 lɔuŋ52 nuo242	pa21 loung53 nuo242	迷路		行为	1311	R
	爆*家	pouʔ2 ka44	bouk2 ga55	暴露，败露		行为	1311	R
	摊拍*	t‘aŋ52 maʔ12	tang53 mak24	排场		行为	1311	R
	无*□	mɔ44 ts‘yoʔ5	mo55 cyok5	不理 睬		行为	1311	R
	无*察	mo21 ts‘iaʔ12	mo21 ciak24	不管		行为	1311	R
	拨醒*	puaʔ12 ts‘iaŋ33	buak24 ciang33	经点拨醒悟		行为	1311	R
	变面*	pieŋ52 meiŋ213	bieng53 meing213	翻脸		行为	1311	R
	问*算	muoŋ52 nɔuŋ213	muong53 noung213	责问		行为	1311	R
	拍*算	p‘a52 lɔuŋ213	pa53 loung213	打算		行为	1311	R
	褪沏*沏*	t‘ɔuŋ21 na52 aʔ12	toung21 na53 ak24	打赤膊		行为	1311	R
	褪股马	t‘ɔuŋ21 ŋu24 ma33	toung21 ngu24 ma33	光臀		行为	1311	R
	学*	ɔʔ5	ok5	学习；背后传话		行为	1311	R
	受治	siu21 lei42	siu21 lei42	被虐待		行为	1311	R
	受怪	siu21 uai213	siu21 uai213	可怜		行为	1311	R
	定动*	tiŋ21 noyŋ242	ding21 noyng242	动弹		行为	1311	R
	填谜	tεiŋ21 mei242	deing21 mei242	猜谜		行为	1311	R
	拍*施	p‘a44 lie44	pa55 lie55	散落		行为	1311	R
	听喙	t‘iaŋ52 ʒu213	tiang53 nju213	听话		行为	1311	R
	八	pεiʔ12	beik24	知道		心理	1311	R
	八传	pεiʔ2 tyoŋ52	beik2 dyong53	知道		心理	1311	R
	会八	ε242 pεiʔ12	e242 beik24	知道，懂得，认识		心理	1311	R
	𫧃八	mε21 βεiʔ12	me21 weik24	不知道，不懂，不认识		心理	1311	R
	会捨	ε242 sia33	e242 sia33	捨得		心理	1311	R
	𫧃捨	mε21 lia33	me21 lia33	捨不得		心理	1312	L
	八症	pεiʔ12 tseiŋ213	beik24 zeing213	识相，懂规矩		心理	1312	L
	当𫧃殆	tɔuŋ21 mε52 tai213	doung21 me53 dai213	受不了		心理	1312	L
	气	k‘ei213	kei213	生气		心理	1312	L
	恻	ts‘εiʔ12	ceik24	悲切，生气		心理	1312	L
	愁*	teu52	deu53	愁闷		心理	1312	L
	欢喜	huaŋ52 ni33	huang53 ni33	喜欢		心理	1312	L
	见觉	kieŋ52 ŋoyʔ12	gieng53 ngoyk24	感觉		心理	1312	L
	退悔	t‘oy52 ui213	toy53 ui213	后悔		心理	1312	L
	慌瘴	huoŋ44 tsyoŋ44	huong55 zyong55	慌张		心理	1312	L
	苦	k‘u33	ku33	发愁		心理	1312	L
	蒻	yoʔ12	yok24	疲劳，泄气		心理	1312	L
	会意	hui52 ei213	hui53 ei213	理解		心理	1312	L
	𫧃会意	mε44 hui21 ei213	me55 hui21 ei213	不理解		心理	1312	L
	惊	kiaŋ44	giang55	怕		心理	1312	L
	伓惊	iŋ44 ŋiaŋ44	ing55 ngiang55	不怕		心理	1312	L
	透骹	t‘au44 k‘a44	tau55 ka55	舒服		心理	1312	L
	念	nεiŋ242	neing242	想念		心理	1312	L
	安心	aŋ44 niŋ44	ang55 ning55	放心		心理	1312	L
	敆壳	kaʔ2 k‘oyʔ12	gak2 koyk24	卡壳，难缠		性状	1312	L
	平*直	paŋ44 niʔ5	bang55 nik5	整齐，诚实		性状	1312	L
	平*搭	paŋ21 naʔ12	bang21 nak24	稳妥，周到		性状	1312	L
	平*正*	paŋ21 ʒiaŋ213	bang21 njiang213	质地不好		性状	1312	L
	平*长*	paŋ21 nɔuŋ52	bang21 noung53	一样长		性状	1312	L
	残	ts‘iaŋ52	ciang53	心狠		性状	1312	L
	𠏋	k‘œ52	keo53	傻，笨		性状	1312	L
	𪴯	ŋɔuŋ242	ngoung242	傻		性状	1312	L
	恶	ouʔ12	ouk24	凶		性状	1312	L
	臒	oʔ12	ok24	乖，听话		性状	1312	L
	下邪	a44 lia52	a55 lia53	耍赖，占便宜		性状	1312	L
	缠绊	tieŋ21 muaŋ242	dieng21 muang242	纠缠不清		性状	1312	L
	好高瘌	hɔ21 kɔ52 laʔ12	ho21 go53 lak24	自大，好表现		性状	1312	L
	呆*乇	ŋai21 noʔ12	ngai21 nok24	坏东西，坏蛋		性状	1312	L
	好脚	hɔ44 yoʔ12	ho55 yok24	强手		性状	1312	L
